"adult","belongs_to_collection","budget","genres","homepage","id","imdb_id","original_language","original_title","overview","popularity","poster_path","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","video","vote_average","vote_count"
"False","","63000000","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]","","1852","tt0469641","en","World Trade Center","On September, 11th 2001, after the terrorist attack to the World Trade Center, the building collapses over the rescue team from the Port Authority Police Department. Will Jimeno and his sergeant John McLoughlin are found alive trapped under the wreckage while the rescue teams fight to save them.","13.332102","/hYbKIxMGqm0YaxGBYW52NbkYNAx.jpg","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Double Feature Films', 'id': 215}, {'name': 'Intermedia Films', 'id': 763}, {'name': 'Kernos Filmproduktionsgesellschaft & Company', 'id': 20396}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-08-09","162945894","128.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","The world saw evil that day. Two men saw something else.","World Trade Center","False","5.9","461"
"False","","30000000","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]","http://www.sonypictures.com/homevideo/strangerthanfiction/","1262","tt0420223","en","Stranger Than Fiction","Everybody knows that your life is a story. But what if a story was your life? Harold Crick is your average IRS agent: monotonous, boring, and repetitive. But one day this all changes when Harold begins to hear an author inside his head narrating his life. But when the narration reveals he is going to die, Harold must find the author and convince them to change the ending.","10.798092","/AtjCCvfMq9kmjwjbVwTJ0mWG7zp.jpg","[{'name': 'Mandate Pictures', 'id': 771}, {'name': 'Three Strange Angels', 'id': 1973}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-09-09","53653224","113.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Harold Crick isn't ready to go. Period.","Stranger Than Fiction","False","7.1","743"
"False","","135000000","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","","82","tt0430357","en","Miami Vice","Miami Vice is a feature film based on the 1980s action drama TV series. The film tells the story of vice detectives Crockett and Tubbs and how their personal and professional lives are dangerously getting mixed.","11.72545","/3BsNsigWcET4tKLZZhJegw7eOjF.jpg","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Forward Pass', 'id': 675}, {'name': 'Motion Picture ETA Produktionsgesellschaft', 'id': 52844}, {'name': 'Foqus Arte Digital', 'id': 52845}, {'name': 'Metropolis Films', 'id': 52846}]","[{'iso_3166_1': 'UY', 'name': 'Uruguay'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'PY', 'name': 'Paraguay'}]","2006-07-27","163794509","134.0","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]","Released","No Law. No Rules. No Order.","Miami Vice","False","5.7","494"
"False","","55000000","[{'id': 18, 'name': 'Drama'}]","http://www.sonypictures.com/homevideo/thepursuitofhappyness/","1402","tt0454921","en","The Pursuit of Happyness","The true story of Christopher Gardner, who invests heavily in a device known as a 'Bone Density Scanner', only to find himself struggle to sell the product as it's just marginally better than the current technology, and much more expensive. His wife leaves him,  he loses his house, bank account and credit cards and, now forced to live out in the streets with his young son,  he's desperate to find a steady job. He takes on a job as a stockbroker but, before he can receive pay, he needs to go through 6 months of training, and must sell his devices.","20.981716","/iMNp6gTeDBXbzjKRNYtorxZ76G2.jpg","[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Escape Artists', 'id': 1423}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Overbrook Entertainment', 'id': 12485}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-12-14","307077295","117.0","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]","Released","","The Pursuit of Happyness","False","7.7","2607"
"False","{'id': 64751, 'name': 'Crank Collection', 'poster_path': '/wmUzRqcAi0KOW7sqnaAvEQtM8l.jpg', 'backdrop_path': '/cziWkSXQG3Vul0l3Mu2sOXLS1dC.jpg'}","12000000","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","","1948","tt0479884","en","Crank","Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.","12.627593","/6RnD3Zfh0tO0cD2vroWyH0F98Ej.jpg","[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'GreeneStreet Films', 'id': 2152}, {'name': 'Radical Media', 'id': 11152}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-08-31","42931041","88.0","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}]","Released","There are a thousand ways to raise your adrenaline. Today, Chev Chelios will need every single one.","Crank","False","6.6","1172"
"False","{'id': 86092, 'name': 'Step Up Collection', 'poster_path': '/f4KxUp5IL5sgoDzFUL9GoUfy01C.jpg', 'backdrop_path': '/3jr0rQcsWyfqBlmzE0h0igjJohS.jpg'}","12000000","[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}]","","9762","tt0462590","en","Step Up","Everyone deserves a chance to follow their dreams, but some people only get one shot. Tyler Gage is a rebel from the wrong side of Baltimore's tracks and the only thing that stands between him and an unfulfilled life are his dreams of one day making it out of there. Nora is a privileged ballet dancer attending Baltimore's ultra-elite Maryland School of the Arts","14.21769","/uy1kUNtvYTZLkBSpQP8FQMRdAg7.jpg","[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Offspring Entertainment', 'id': 2378}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Eketahuna LLC', 'id': 74192}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-08-11","114194847","104.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Every Second Chance Begins With a First Step","Step Up","False","6.7","1092"
"False","","40000000","[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]","","1491","tt0443543","en","The Illusionist","With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crowned prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.","11.494009","/sRYw9oAiporMpq1GWcYHqmpdeAO.jpg","[{'name': 'Michael London Productions', 'id': 1187}, {'name': 'Stillking Films', 'id': 11345}, {'name': 'Bob Yari Productions', 'id': 12260}, {'name': ""Bull's Eye Entertainment"", 'id': 25432}, {'name': 'Contagious Entertainment', 'id': 52740}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-08-18","86915017","110.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Nothing Is What It Seems.","The Illusionist","False","7.1","1657"
"False","","30000000","[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]","","7512","tt0387808","en","Idiocracy","To test its top-secret Human Hibernation Project, the Pentagon picks the most average Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around.","12.130803","/fPAhLmWdXDuwDPb37ccc6DqkJiw.jpg","[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Ternion Pictures', 'id': 20992}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-09-01","495303","84.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","In the future, intelligence is extinct.","Idiocracy","False","6.3","681"
"False","","35000000","[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]","http://thefountainmovie.warnerbros.com/","1381","tt0414993","en","The Fountain","Spanning over one thousand years, and three parallel stories, The Fountain is a story of love, death, spirituality, and the fragility of our existence in this world.","11.577121","/lGIJvQ8ZQazOHVAA0E34yIy7gxv.jpg","[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Muse Entertainment Enterprises', 'id': 6438}, {'name': 'Protozoa Pictures', 'id': 7503}, {'name': 'New Regency Pictures', 'id': 10104}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-09-06","15304890","96.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Death is the road to awe","The Fountain","False","6.8","852"
"False","","40000000","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","","1579","tt0472043","en","Apocalypto","Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.","7.735233","/5BTFXR96hcBzmJvd9FwNayV79Xu.jpg","[{'name': 'Icon Productions', 'id': 152}, {'name': 'Icon Entertainment International', 'id': 4564}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-12-07","120175290","139.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","No one can outrun their destiny.","Apocalypto","False","7.3","1252"
"False","","18000000","[{'id': 35, 'name': 'Comedy'}]","http://www.boratmovie.com/","496","tt0443453","en","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture.","8.278336","/9yoY43fgCmuCv2tzIr77z9jCx1L.jpg","[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Four By Two Productions', 'id': 20567}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-11-01","261572744","82.0","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'iso_639_1': 'kk', 'name': 'қазақ'}]","Released","Come to Kazakhstan, it's nice!","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","False","6.5","1617"
"False","","19000000","[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","http://www.panslabyrinth.com","1417","tt0457430","es","El laberinto del fauno","Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.","26.817754","/t0TDsqbCTgSi0AL7k4baZrOYYhi.jpg","[{'name': 'Estudios Picasso', 'id': 2029}, {'name': 'Esperanto Filmoj', 'id': 7470}, {'name': 'Tequila Gang', 'id': 11628}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}]","2006-05-27","83258226","118.0","[{'iso_639_1': 'es', 'name': 'Español'}]","Released","What happens when make-believe believes it's real?","Pan's Labyrinth","False","7.6","3122"
"False","{'id': 66761, 'name': 'Open Season Collection', 'poster_path': '/ePeybVSOnCmuWrrvGEp8hzWn979.jpg', 'backdrop_path': '/cnaLzqjxlqGMIp7AGCizfVXUhSn.jpg'}","85000000","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","http://www.sonypictures.com/movies/openseason/","7484","tt0400717","en","Open Season","Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.","11.744242","/9TY3wQPNhZ60Mng0JetKEOfXqxU.jpg","[{'name': 'Sony Pictures Animation', 'id': 2251}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-09-29","197309027","83.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","One Fur All & All Fur One","Open Season","False","6.1","676"
"False","","90000000","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","http://thedeparted.warnerbros.com/","1422","tt0407887","en","The Departed","To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.","18.515448","/tGLO9zw5ZtCeyyEWgbYGgsFxC6i.jpg","[{'name': 'Vertigo Entertainment', 'id': 829}, {'name': 'Media Asia Films', 'id': 5552}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Initial Entertainment Group (IEG)', 'id': 7380}, {'name': 'Plan B Entertainment', 'id': 45778}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-10-05","289847354","151.0","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]","Released","Lies. Betrayal. Sacrifice. How far will you take it?","The Departed","False","7.9","4455"
"False","","6000000","[{'id': 18, 'name': 'Drama'}]","","1523","tt0455590","en","The Last King of Scotland","Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.","9.424157","/rgJa3DRf8L2EnYKr5ZRMpuQn0s2.jpg","[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Cowboy Films', 'id': 245}, {'name': 'DNA Films', 'id': 284}, {'name': 'Scottish Screen', 'id': 698}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'Filmfour', 'id': 6705}, {'name': 'Slate Films', 'id': 20369}, {'name': 'Tatfilm', 'id': 20370}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-09-01","48027970","121.0","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'sw', 'name': 'Kiswahili'}]","Released","Charming. Magnetic. Murderous.","The Last King of Scotland","False","7.4","568"
"False","","76000000","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","http://www.universalstudiosentertainment.com/children-of-men/","9693","tt0206634","en","Children of Men","In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.","14.114606","/gZ6i32Da76EUxta06GL2BxpC4Cn.jpg","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Strike Entertainment', 'id': 655}, {'name': 'Hit & Run Productions', 'id': 11429}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-09-22","69959751","109.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","The future's a thing of the past.","Children of Men","False","7.4","2120"
"False","","40000000","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","http://wwws.warnerbros.de/theprestige/","1124","tt0482571","en","The Prestige","A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.","16.94556","/5MXyQfz8xUP3dIFPTubhTsbFY6N.jpg","[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Syncopy', 'id': 9996}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-10-19","109676311","130.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Are You Watching Closely?","The Prestige","False","8.0","4510"
"False","{'id': 261382, 'name': ""Clint Eastwood's Iwo Jima Collection"", 'poster_path': '/rnRE6JGz9yjYUAbWIHYkGu9B8pj.jpg', 'backdrop_path': '/dIYpFavJ8vNCv9pefEabsUL1pDP.jpg'}","90000000","[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","","3683","tt0418689","en","Flags of Our Fathers","There were five Marines and one Navy Corpsman photographed raising the U.S. flag on Mt. Suribachi by Joe Rosenthal on February 23, 1945. This is the story of three of the six surviving servicemen – John 'Doc' Bradley, Pvt. Rene Gagnon and Pvt. Ira Hayes, who fought in the battle to take Iwo Jima from the Japanese.","9.224494","/4tbKYa8vZSsTCHKca9D6rS4NJ08.jpg","[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Malpaso Productions', 'id': 171}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-10-18","65900249","132.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","They fight for their country but they die for their friends.","Flags of Our Fathers","False","6.7","532"
"False","{'id': 656, 'name': 'Saw Collection', 'poster_path': '/xmC2A7qPEfiOkQC58fZh8srWQ5v.jpg', 'backdrop_path': '/oLfS1lOmN2KIU2IQ200SDEPVEZe.jpg'}","10000000","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","","214","tt0489270","en","Saw III","Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scramble to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.","14.938035","/zHMw9xGrNlrDsuK6Lnx5NlL72Eu.jpg","[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Twisted Pictures', 'id': 2061}, {'name': 'Evolution Entertainment', 'id': 23019}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-10-27","163876815","108.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Suffering? You Haven't Seen Anything Yet...","Saw III","False","6.1","1104"
"False","","149000000","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","http://www.dreamworksanimation.com/flushed/","11619","tt0424095","en","Flushed Away","London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.","9.922577","/oCdPDusnJvIZN6OpaF2Yj7211w.jpg","[{'name': 'Aardman Animations', 'id': 297}, {'name': 'DreamWorks Animation', 'id': 521}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-10-22","64459316","85.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Someone's Going Down","Flushed Away","False","6.0","909"
"False","","50000000","[{'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]","http://www.parfum.film.de/","1427","tt0396171","en","Perfume: The Story of a Murderer","Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.","10.297304","/zC9JHS6NlkJKPYFxOOqBl7fQCjT.jpg","[{'name': 'Davis-Films', 'id': 342}, {'name': 'Nouvelles Éditions de Films (NEF)', 'id': 753}, {'name': 'Rising Star', 'id': 1208}, {'name': 'VIP Medienfonds 4', 'id': 2116}, {'name': 'Ikiru Films', 'id': 2875}, {'name': 'Constantin Film Produktion', 'id': 5755}, {'name': 'Castelao Producciones', 'id': 7956}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}]","2006-09-13","132180323","147.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Based on the best-selling novel","Perfume: The Story of a Murderer","False","7.1","1198"
"False","{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}","150000000","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","http://www.mgm.com/#/our-titles/233/Casino-Royale-(2006)","36557","tt0381061","en","Casino Royale","Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.","23.065078","/zlWBxz2pTA9p45kUTrI8AQiKrHm.jpg","[{'name': 'Eon Productions', 'id': 7576}, {'name': 'Stillking Films', 'id': 11345}, {'name': 'Babelsberg Film', 'id': 19481}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]","2006-11-14","599045960","144.0","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]","Released","Everyone has a past. Every legend has a beginning.","Casino Royale","False","7.3","3930"
"False","{'id': 92012, 'name': 'Happy Feet Collection', 'poster_path': '/pYbF2FAi2MEVshl8jCDNTRNdTF0.jpg', 'backdrop_path': '/b9CLLxKsh63AHEkGE9nz9bupQqh.jpg'}","100000000","[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]","http://www.warnerbros.com/happy-feet","9836","tt0366548","en","Happy Feet","Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!","15.088318","/8RLEzftZK87S2usLsQoYtyNYzoV.jpg","[{'name': 'Kennedy Miller Productions', 'id': 2537}, {'name': 'Animal Logic', 'id': 8089}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]","2006-11-16","384335608","108.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","WARNING: May Cause Toe-Tapping.","Happy Feet","False","5.9","1457"
"False","","75000000","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","","7551","tt0453467","en","Déjà Vu","Called in to recover evidence in the aftermath of a horrific explosion on a New Orleans ferry, Federal agent Doug Carlin gets pulled away from the scene and taken to a top-secret government lab that uses a time-shifting surveillance device to help prevent crime.","14.922904","/abqvTL8xYQLgAtQGmyN7UxvCRGN.jpg","[{'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-11-22","180557550","126.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","If you think it's just a feeling, go back... and look again.","Déjà Vu","False","6.6","1519"
"False","","85000000","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","http://www.sonypictures.com/movies/theholiday/","1581","tt0457939","en","The Holiday","Two women, one (Cameron Diaz) from America and one (Kate Winslet) from Britain, swap homes at Christmastime after bad breakups with their boyfriends. Each woman finds romance with a local man (Jude Law, Jack Black) but realizes that the imminent return home may end the relationship.","14.043416","/ixNtpuq8OVp4IckgzkSJIflFDkw.jpg","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Waverly Films', 'id': 735}, {'name': 'Relativity Media', 'id': 7295}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-12-08","194168700","136.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","It's Christmas Eve and we are going to go celebrate being young and being alive.","The Holiday","False","6.7","1259"
"False","","100000000","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]","","1372","tt0450259","en","Blood Diamond","An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.","12.477872","/wRamTzV6udKaMXrspxqOuo02zk0.jpg","[{'name': 'Bedford Falls Productions', 'id': 348}, {'name': 'Lonely Film Productions GmbH & Co. KG.', 'id': 430}, {'name': 'Virtual Studios', 'id': 449}, {'name': 'Spring Creek Productions', 'id': 705}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Initial Entertainment Group (IEG)', 'id': 7380}, {'name': 'Liberty Pictures', 'id': 20938}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-12-07","170877916","143.0","[{'iso_639_1': 'af', 'name': 'Afrikaans'}, {'iso_639_1': 'en', 'name': 'English'}]","Released","It will cost you everything.","Blood Diamond","False","7.4","2344"
"False","","100000000","[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]","http://www.eragonmovie.com/","2486","tt0449010","en","Eragon","In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.","9.851133","/5YOPiILsHw2Onsqyev9IYhSZ4Vy.jpg","[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Major Studio Partners', 'id': 445}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Mid Atlantic Films', 'id': 2735}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'HU', 'name': 'Hungary'}]","2006-12-14","249288105","104.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","As darkness falls, the last dragon will choose its rider.","Eragon","False","4.9","990"
